80.0	0.692
85.0	0.671
90.0	0.650
95.0	0.630
100.0	0.612
105.0	0.597
110.0	0.585
110.5	0.585
111.0	0.584
111.5	0.583
112.0	0.582
112.5	0.582
113.0	0.581
113.5	0.581
114.0	0.580
114.5	0.580
115.0	0.580
115.5	0.580
116.0	0.579
116.5	0.579
117.0	0.580
117.5	0.579
118.0	0.580
118.5	0.580
119.0	0.581
119.5	0.581
120.0	0.582
120.5	0.582
121.0	0.583
121.5	0.584
122.0	0.584
122.5	0.585
123.0	0.587
123.5	0.588
124.0	0.589
124.5	0.591
125.0	0.592
125.5	0.594
126.0	0.596
126.5	0.597
127.0	0.599
127.5	0.601
128.0	0.603
128.5	0.606
129.0	0.608
129.5	0.611
130.0	0.613
130.5	0.616
131.0	0.619
131.5	0.621
132.0	0.624
132.5	0.628
133.0	0.631
133.5	0.634
134.0	0.638
134.5	0.641
135.0	0.645
135.5	0.649
136.0	0.653
136.5	0.657
137.0	0.661
137.5	0.665
138.0	0.669
138.5	0.674
139.0	0.678
139.5	0.683
140.0	0.688
141.0	0.697
142.0	0.707
143.0	0.718
144.0	0.729
145.0	0.740
146.0	0.752
147.0	0.764
148.0	0.777
149.0	0.790
150.0	0.803
151.0	0.817
152.0	0.832
153.0	0.847
154.0	0.863
155.0	0.880
156.0	0.897
157.0	0.917
158.0	0.938
159.0	0.961
160.0	0.985
162.0	1.016
164.0	1.019
165.0	1.019
166.0	1.018
168.0	1.015
170.0	1.014
172.0	1.012
174.0	1.011
175.0	1.010
176.0	1.009
178.0	1.008
180.0	1.006
182.0	1.004
184.0	1.004
185.0	1.004
186.0	1.004
188.0	1.004
190.0	1.005
192.0	1.005
194.0	1.005
195.0	1.005
196.0	1.005
198.0	1.005
200.0	1.005
202.0	1.005
204.0	1.005
206.0	1.005
208.0	1.004
210.0	1.004
212.0	1.004
214.0	1.004
216.0	1.005
218.0	1.004
220.0	1.004
222.0	1.004
224.0	1.004
226.0	1.004
228.0	1.004
230.0	1.004
232.0	1.004
234.0	1.004
236.0	1.004
238.0	1.004
240.0	1.004
242.0	1.004
244.0	1.004
246.0	1.004
248.0	1.004
250.0	1.004
252.0	1.004
254.0	1.004
256.0	1.004
258.0	1.004
260.0	1.004
262.0	1.004
264.0	1.004
266.0	1.004
268.0	1.004
270.0	1.004
272.0	1.004
274.0	1.004
276.0	1.004
278.0	1.004
280.0	1.004
282.0	1.004
284.0	1.004
286.0	1.004
288.0	1.004
290.0	1.004
295.0	1.004
300.0	1.004
305.0	1.004
310.0	1.004
315.0	1.004
320.0	1.005
325.0	1.005
330.0	1.005
335.0	1.005
340.0	1.005
345.0	1.006
350.0	1.006
360.0	1.007
370.0	1.006
380.0	1.006
390.0	1.005
400.0	1.004
420.0	1.002
440.0	1.000
450.0	1.000
460.0	0.999
480.0	0.997
500.0	0.996
520.0	0.995
540.0	0.994
550.0	0.994
560.0	0.993
580.0	0.992
600.0	0.992
